CPU Scheduling Simulator Run Log
Timestamp: 2026-03-31 13:25:43
Run Type: Run Simulation
Quantum: 51

Input Process Data
PID | Arrival | Burst | Priority
  1 |       0 |     3 |        2
  2 |       1 |     7 |        1
  3 |       6 |     2 |        1
  4 |       3 |     5 |        2
  5 |       8 |     8 |        1
  6 |       2 |     1 |        3
  7 |       3 |     3 |        3
  8 |       2 |     8 |        3
  9 |       0 |     2 |        3
 10 |       9 |     5 |        2
 11 |       2 |     1 |        3
 12 |       7 |     4 |        2
 13 |       3 |     1 |        2
 14 |       6 |     3 |        2
 15 |       5 |     7 |        3
 16 |       4 |     5 |        2
 17 |       9 |     1 |        3
 18 |       6 |     5 |        1
 19 |       2 |     5 |        3
 20 |       5 |     1 |        3
 21 |       7 |     2 |        1
 22 |       5 |     6 |        3
 23 |       9 |     7 |        2
 24 |       3 |     7 |        1
 25 |       1 |     7 |        2
 26 |       0 |     8 |        3
 27 |       1 |     4 |        3
 28 |       3 |     1 |        2
 29 |       7 |     6 |        1
 30 |       5 |     8 |        3
 31 |       4 |     4 |        3
 32 |       8 |     3 |        3
 33 |       7 |     7 |        3
 34 |       9 |     1 |        2
 35 |       6 |     5 |        2
 36 |       1 |     5 |        3
 37 |       6 |     9 |        1
 38 |       0 |     8 |        1
 39 |       7 |     6 |        2
 40 |       7 |     9 |        1
 41 |       2 |     7 |        1
 42 |       0 |     4 |        3
 43 |       3 |     9 |        3
 44 |       1 |     1 |        2
 45 |       9 |     4 |        2
 46 |       7 |     4 |        1
 47 |       2 |     7 |        3
 48 |       2 |     3 |        2
 49 |       5 |     4 |        2
 50 |       4 |     6 |        2

Comparison Summary
Algorithm | AvgWaiting | AvgTurnaround | AvgResponse | CPUUtil(%) | Throughput
First Come, First Served |    112.560 |       117.340 |     112.560 |    100.000 |      0.209
Priority                 |    117.680 |       122.460 |     117.680 |    100.000 |      0.209
Round Robin              |    112.560 |       117.340 |     112.560 |    100.000 |      0.209
Shortest Job First       |     77.520 |        82.300 |      77.520 |    100.000 |      0.209

Per-Process Results - First Come, First Served
PID | Name | Arrival | Burst | Completion | Waiting | Turnaround | Response
 36 | P36  |       1 |     5 |         48 |      42 |         47 |       42
 37 | P37  |       6 |     9 |        172 |     157 |        166 |      157
 38 | P38  |       0 |     8 |         21 |      13 |         21 |       13
 39 | P39  |       7 |     6 |        197 |     184 |        190 |      184
 40 | P40  |       7 |     9 |        206 |     190 |        199 |      190
 41 | P41  |       2 |     7 |         71 |      62 |         69 |       62
 42 | P42  |       0 |     4 |         25 |      21 |         25 |       21
 43 | P43  |       3 |     9 |        107 |      95 |        104 |       95
 44 | P44  |       1 |     1 |         49 |      47 |         48 |       47
 45 | P45  |       9 |     4 |        239 |     226 |        230 |      226
 46 | P46  |       7 |     4 |        210 |     199 |        203 |      199
 47 | P47  |       2 |     7 |         78 |      69 |         76 |       69
 48 | P48  |       2 |     3 |         81 |      76 |         79 |       76
 49 | P49  |       5 |     4 |        148 |     139 |        143 |      139
 50 | P50  |       4 |     6 |        122 |     112 |        118 |      112

Per-Process Results - Priority
PID | Name | Arrival | Burst | Completion | Waiting | Turnaround | Response
  1 | P1   |       0 |     3 |         77 |      74 |         77 |       74
  2 | P2   |       1 |     7 |         15 |       7 |         14 |        7
  3 | P3   |       6 |     2 |         31 |      23 |         25 |       23
  4 | P4   |       3 |     5 |         93 |      85 |         90 |       85
  5 | P5   |       8 |     8 |         74 |      58 |         66 |       58
  6 | P6   |       2 |     1 |        169 |     166 |        167 |      166
  7 | P7   |       3 |     3 |        193 |     187 |        190 |      187
  8 | P8   |       2 |     8 |        177 |     167 |        175 |      167
  9 | P9   |       0 |     2 |        147 |     145 |        147 |      145
 10 | P10  |       9 |     5 |        133 |     119 |        124 |      119
 11 | P11  |       2 |     1 |        178 |     175 |        176 |      175
 12 | P12  |       7 |     4 |        122 |     111 |        115 |      111
 13 | P13  |       3 |     1 |         94 |      90 |         91 |       90
 14 | P14  |       6 |     3 |        113 |     104 |        107 |      104
 15 | P15  |       5 |     7 |        213 |     201 |        208 |      201
 16 | P16  |       4 |     5 |        100 |      91 |         96 |       91
 17 | P17  |       9 |     1 |        239 |     229 |        230 |      229
 18 | P18  |       6 |     5 |         36 |      25 |         30 |       25
 19 | P19  |       2 |     5 |        183 |     176 |        181 |      176
 20 | P20  |       5 |     1 |        214 |     208 |        209 |      208
 21 | P21  |       7 |     2 |         47 |      38 |         40 |       38
 22 | P22  |       5 |     6 |        220 |     209 |        215 |      209
 23 | P23  |       9 |     7 |        140 |     124 |        131 |      124
 24 | P24  |       3 |     7 |         29 |      19 |         26 |       19
 25 | P25  |       1 |     7 |         84 |      76 |         83 |       76
 26 | P26  |       0 |     8 |        155 |     147 |        155 |      147
 27 | P27  |       1 |     4 |        163 |     158 |        162 |      158
 28 | P28  |       3 |     1 |         95 |      91 |         92 |       91
 29 | P29  |       7 |     6 |         53 |      40 |         46 |       40
 30 | P30  |       5 |     8 |        228 |     215 |        223 |      215
 31 | P31  |       4 |     4 |        206 |     198 |        202 |      198
 32 | P32  |       8 |     3 |        238 |     227 |        230 |      227
 33 | P33  |       7 |     7 |        235 |     221 |        228 |      221
 34 | P34  |       9 |     1 |        141 |     131 |        132 |      131
 35 | P35  |       6 |     5 |        118 |     107 |        112 |      107
 36 | P36  |       1 |     5 |        168 |     162 |        167 |      162
 37 | P37  |       6 |     9 |         45 |      30 |         39 |       30
 38 | P38  |       0 |     8 |          8 |       0 |          8 |        0
 39 | P39  |       7 |     6 |        128 |     115 |        121 |      115
 40 | P40  |       7 |     9 |         62 |      46 |         55 |       46
 41 | P41  |       2 |     7 |         22 |      13 |         20 |       13
 42 | P42  |       0 |     4 |        159 |     155 |        159 |      155
 43 | P43  |       3 |     9 |        202 |     190 |        199 |      190
 44 | P44  |       1 |     1 |         85 |      83 |         84 |       83
 45 | P45  |       9 |     4 |        145 |     132 |        136 |      132
 46 | P46  |       7 |     4 |         66 |      55 |         59 |       55
 47 | P47  |       2 |     7 |        190 |     181 |        188 |      181
 48 | P48  |       2 |     3 |         88 |      83 |         86 |       83
 49 | P49  |       5 |     4 |        110 |     101 |        105 |      101
 50 | P50  |       4 |     6 |        106 |      96 |        102 |       96

Per-Process Results - Round Robin
PID | Name | Arrival | Burst | Completion | Waiting | Turnaround | Response
  1 | P1   |       0 |     3 |          3 |       0 |          3 |        0
  2 | P2   |       1 |     7 |         32 |      24 |         31 |       24
  3 | P3   |       6 |     2 |        150 |     142 |        144 |      142
  4 | P4   |       3 |     5 |         86 |      78 |         83 |       78
  5 | P5   |       8 |     8 |        218 |     202 |        210 |      202
  6 | P6   |       2 |     1 |         50 |      47 |         48 |       47
  7 | P7   |       3 |     3 |         89 |      83 |         86 |       83
  8 | P8   |       2 |     8 |         58 |      48 |         56 |       48
  9 | P9   |       0 |     2 |          5 |       3 |          5 |        3
 10 | P10  |       9 |     5 |        226 |     212 |        217 |      212
 11 | P11  |       2 |     1 |         59 |      56 |         57 |       56
 12 | P12  |       7 |     4 |        176 |     165 |        169 |      165
 13 | P13  |       3 |     1 |         90 |      86 |         87 |       86
 14 | P14  |       6 |     3 |        153 |     144 |        147 |      144
 15 | P15  |       5 |     7 |        129 |     117 |        124 |      117
 16 | P16  |       4 |     5 |        112 |     103 |        108 |      103
 17 | P17  |       9 |     1 |        227 |     217 |        218 |      217
 18 | P18  |       6 |     5 |        158 |     147 |        152 |      147
 19 | P19  |       2 |     5 |         64 |      57 |         62 |       57
 20 | P20  |       5 |     1 |        130 |     124 |        125 |      124
 21 | P21  |       7 |     2 |        178 |     169 |        171 |      169
 22 | P22  |       5 |     6 |        136 |     125 |        131 |      125
 23 | P23  |       9 |     7 |        234 |     218 |        225 |      218
 24 | P24  |       3 |     7 |         97 |      87 |         94 |       87
 25 | P25  |       1 |     7 |         39 |      31 |         38 |       31
 26 | P26  |       0 |     8 |         13 |       5 |         13 |        5
 27 | P27  |       1 |     4 |         43 |      38 |         42 |       38
 28 | P28  |       3 |     1 |         98 |      94 |         95 |       94
 29 | P29  |       7 |     6 |        184 |     171 |        177 |      171
 30 | P30  |       5 |     8 |        144 |     131 |        139 |      131
 31 | P31  |       4 |     4 |        116 |     108 |        112 |      108
 32 | P32  |       8 |     3 |        221 |     210 |        213 |      210
 33 | P33  |       7 |     7 |        191 |     177 |        184 |      177
 34 | P34  |       9 |     1 |        235 |     225 |        226 |      225
 35 | P35  |       6 |     5 |        163 |     152 |        157 |      152
 36 | P36  |       1 |     5 |         48 |      42 |         47 |       42
 37 | P37  |       6 |     9 |        172 |     157 |        166 |      157
 38 | P38  |       0 |     8 |         21 |      13 |         21 |       13
 39 | P39  |       7 |     6 |        197 |     184 |        190 |      184
 40 | P40  |       7 |     9 |        206 |     190 |        199 |      190
 41 | P41  |       2 |     7 |         71 |      62 |         69 |       62
 42 | P42  |       0 |     4 |         25 |      21 |         25 |       21
 43 | P43  |       3 |     9 |        107 |      95 |        104 |       95
 44 | P44  |       1 |     1 |         49 |      47 |         48 |       47
 45 | P45  |       9 |     4 |        239 |     226 |        230 |      226
 46 | P46  |       7 |     4 |        210 |     199 |        203 |      199
 47 | P47  |       2 |     7 |         78 |      69 |         76 |       69
 48 | P48  |       2 |     3 |         81 |      76 |         79 |       76
 49 | P49  |       5 |     4 |        148 |     139 |        143 |      139
 50 | P50  |       4 |     6 |        122 |     112 |        118 |      112

Per-Process Results - Shortest Job First
PID | Name | Arrival | Burst | Completion | Waiting | Turnaround | Response
  1 | P1   |       0 |     3 |         17 |      14 |         17 |       14
  2 | P2   |       1 |     7 |        123 |     115 |        122 |      115
  3 | P3   |       6 |     2 |         10 |       2 |          4 |        2
  4 | P4   |       3 |     5 |         67 |      59 |         64 |       59
  5 | P5   |       8 |     8 |        188 |     172 |        180 |      172
  6 | P6   |       2 |     1 |          6 |       3 |          4 |        3
  7 | P7   |       3 |     3 |         26 |      20 |         23 |       20
  8 | P8   |       2 |     8 |        204 |     194 |        202 |      194
  9 | P9   |       0 |     2 |          2 |       0 |          2 |        0
 10 | P10  |       9 |     5 |         82 |      68 |         73 |       68
 11 | P11  |       2 |     1 |          7 |       4 |          5 |        4
 12 | P12  |       7 |     4 |         41 |      30 |         34 |       30
 13 | P13  |       3 |     1 |          4 |       0 |          1 |        0
 14 | P14  |       6 |     3 |         23 |      14 |         17 |       14
 15 | P15  |       5 |     7 |        165 |     153 |        160 |      153
 16 | P16  |       4 |     5 |         72 |      63 |         68 |       63
 17 | P17  |       9 |     1 |         12 |       2 |          3 |        2
 18 | P18  |       6 |     5 |         62 |      51 |         56 |       51
 19 | P19  |       2 |     5 |         92 |      85 |         90 |       85
 20 | P20  |       5 |     1 |          8 |       2 |          3 |        2
 21 | P21  |       7 |     2 |         14 |       5 |          7 |        5
 22 | P22  |       5 |     6 |        116 |     105 |        111 |      105
 23 | P23  |       9 |     7 |        151 |     135 |        142 |      135
 24 | P24  |       3 |     7 |        137 |     127 |        134 |      127
 25 | P25  |       1 |     7 |        144 |     136 |        143 |      136
 26 | P26  |       0 |     8 |        196 |     188 |        196 |      188
 27 | P27  |       1 |     4 |         53 |      48 |         52 |       48
 28 | P28  |       3 |     1 |          5 |       1 |          2 |        1
 29 | P29  |       7 |     6 |         98 |      85 |         91 |       85
 30 | P30  |       5 |     8 |        212 |     199 |        207 |      199
 31 | P31  |       4 |     4 |         57 |      49 |         53 |       49
 32 | P32  |       8 |     3 |         29 |      18 |         21 |       18
 33 | P33  |       7 |     7 |        172 |     158 |        165 |      158
 34 | P34  |       9 |     1 |         11 |       1 |          2 |        1
 35 | P35  |       6 |     5 |         77 |      66 |         71 |       66
 36 | P36  |       1 |     5 |         87 |      81 |         86 |       81
 37 | P37  |       6 |     9 |        221 |     206 |        215 |      206
 38 | P38  |       0 |     8 |        180 |     172 |        180 |      172
 39 | P39  |       7 |     6 |        110 |      97 |        103 |       97
 40 | P40  |       7 |     9 |        230 |     214 |        223 |      214
 41 | P41  |       2 |     7 |        130 |     121 |        128 |      121
 42 | P42  |       0 |     4 |         49 |      45 |         49 |       45
 43 | P43  |       3 |     9 |        239 |     227 |        236 |      227
 44 | P44  |       1 |     1 |          3 |       1 |          2 |        1
 45 | P45  |       9 |     4 |         45 |      32 |         36 |       32
 46 | P46  |       7 |     4 |         33 |      22 |         26 |       22
 47 | P47  |       2 |     7 |        158 |     149 |        156 |      149
 48 | P48  |       2 |     3 |         20 |      15 |         18 |       15
 49 | P49  |       5 |     4 |         37 |      28 |         32 |       28
 50 | P50  |       4 |     6 |        104 |      94 |        100 |       94

