CPU Scheduling Simulator Run Log
Timestamp: 2026-03-31 13:25:21
Run Type: Run Simulation
Quantum: 50

Input Process Data
PID | Arrival | Burst | Priority
  1 |       9 |     4 |        1
  2 |       0 |     9 |        3
  3 |       2 |     7 |        1
  4 |       9 |     9 |        2
  5 |       9 |     7 |        1
  6 |       9 |     3 |        2
  7 |       5 |     3 |        2
  8 |       6 |     4 |        1
  9 |       3 |     5 |        3
 10 |       8 |     5 |        2
 11 |       2 |     9 |        1
 12 |       8 |     6 |        3
 13 |       3 |     7 |        1
 14 |       5 |     3 |        3
 15 |       4 |     9 |        3
 16 |       2 |     6 |        3
 17 |       7 |     7 |        3
 18 |       9 |     9 |        1
 19 |       2 |     7 |        1
 20 |       6 |     8 |        2
 21 |       8 |     5 |        1
 22 |       0 |     2 |        2
 23 |       4 |     7 |        2
 24 |       7 |     5 |        1
 25 |       5 |     1 |        3
 26 |       6 |     8 |        1
 27 |       5 |     7 |        2
 28 |       1 |     5 |        1
 29 |       6 |     3 |        2
 30 |       2 |     9 |        3
 31 |       3 |     1 |        3
 32 |       8 |     7 |        2
 33 |       0 |     5 |        2
 34 |       5 |     3 |        1
 35 |       9 |     3 |        3
 36 |       0 |     6 |        3
 37 |       1 |     4 |        1
 38 |       3 |     8 |        2
 39 |       3 |     1 |        2
 40 |       8 |     8 |        1
 41 |       9 |     9 |        1
 42 |       8 |     5 |        3
 43 |       8 |     6 |        1
 44 |       2 |     5 |        2
 45 |       6 |     1 |        2
 46 |       3 |     7 |        1
 47 |       6 |     7 |        1
 48 |       1 |     2 |        2
 49 |       4 |     3 |        3
 50 |       4 |     9 |        1

Comparison Summary
Algorithm | AvgWaiting | AvgTurnaround | AvgResponse | CPUUtil(%) | Throughput
First Come, First Served |    129.360 |       134.940 |     129.360 |    100.000 |      0.179
Priority                 |    137.780 |       143.360 |     137.780 |    100.000 |      0.179
Round Robin              |    129.360 |       134.940 |     129.360 |    100.000 |      0.179
Shortest Job First       |     96.960 |       102.540 |      96.960 |    100.000 |      0.179

Per-Process Results - First Come, First Served
PID | Name | Arrival | Burst | Completion | Waiting | Turnaround | Response
 36 | P36  |       0 |     6 |         22 |      16 |         22 |       16
 37 | P37  |       1 |     4 |         31 |      26 |         30 |       26
 38 | P38  |       3 |     8 |         97 |      86 |         94 |       86
 39 | P39  |       3 |     1 |         98 |      94 |         95 |       94
 40 | P40  |       8 |     8 |        224 |     208 |        216 |      208
 41 | P41  |       9 |     9 |        279 |     261 |        270 |      261
 42 | P42  |       8 |     5 |        229 |     216 |        221 |      216
 43 | P43  |       8 |     6 |        235 |     221 |        227 |      221
 44 | P44  |       2 |     5 |         76 |      69 |         74 |       69
 45 | P45  |       6 |     1 |        174 |     167 |        168 |      167
 46 | P46  |       3 |     7 |        105 |      95 |        102 |       95
 47 | P47  |       6 |     7 |        181 |     168 |        175 |      168
 48 | P48  |       1 |     2 |         33 |      30 |         32 |       30
 49 | P49  |       4 |     3 |        124 |     117 |        120 |      117
 50 | P50  |       4 |     9 |        133 |     120 |        129 |      120

Per-Process Results - Priority
PID | Name | Arrival | Burst | Completion | Waiting | Turnaround | Response
  1 | P1   |       9 |     4 |        107 |      94 |         98 |       94
  2 | P2   |       0 |     9 |        215 |     206 |        215 |      206
  3 | P3   |       2 |     7 |         18 |       9 |         16 |        9
  4 | P4   |       9 |     9 |        203 |     185 |        194 |      185
  5 | P5   |       9 |     7 |        114 |      98 |        105 |       98
  6 | P6   |       9 |     3 |        206 |     194 |        197 |      194
  7 | P7   |       5 |     3 |        163 |     155 |        158 |      155
  8 | P8   |       6 |     4 |         64 |      54 |         58 |       54
  9 | P9   |       3 |     5 |        241 |     233 |        238 |      233
 10 | P10  |       8 |     5 |        187 |     174 |        179 |      174
 11 | P11  |       2 |     9 |         27 |      16 |         25 |       16
 12 | P12  |       8 |     6 |        271 |     257 |        263 |      257
 13 | P13  |       3 |     7 |         41 |      31 |         38 |       31
 14 | P14  |       5 |     3 |        257 |     249 |        252 |      249
 15 | P15  |       4 |     9 |        251 |     238 |        247 |      238
 16 | P16  |       2 |     6 |        227 |     219 |        225 |      219
 17 | P17  |       7 |     7 |        265 |     251 |        258 |      251
 18 | P18  |       9 |     9 |        123 |     105 |        114 |      105
 19 | P19  |       2 |     7 |         34 |      25 |         32 |       25
 20 | P20  |       6 |     8 |        178 |     164 |        172 |      164
 21 | P21  |       8 |     5 |         89 |      76 |         81 |       76
 22 | P22  |       0 |     2 |          2 |       0 |          2 |        0
 23 | P23  |       4 |     7 |        160 |     149 |        156 |      149
 24 | P24  |       7 |     5 |         84 |      72 |         77 |       72
 25 | P25  |       5 |     1 |        258 |     252 |        253 |      252
 26 | P26  |       6 |     8 |         72 |      58 |         66 |       58
 27 | P27  |       5 |     7 |        170 |     158 |        165 |      158
 28 | P28  |       1 |     5 |          7 |       1 |          6 |        1
 29 | P29  |       6 |     3 |        181 |     172 |        175 |      172
 30 | P30  |       2 |     9 |        236 |     225 |        234 |      225
 31 | P31  |       3 |     1 |        242 |     238 |        239 |      238
 32 | P32  |       8 |     7 |        194 |     179 |        186 |      179
 33 | P33  |       0 |     5 |        137 |     132 |        137 |      132
 34 | P34  |       5 |     3 |         60 |      52 |         55 |       52
 35 | P35  |       9 |     3 |        279 |     267 |        270 |      267
 36 | P36  |       0 |     6 |        221 |     215 |        221 |      215
 37 | P37  |       1 |     4 |         11 |       6 |         10 |        6
 38 | P38  |       3 |     8 |        152 |     141 |        149 |      141
 39 | P39  |       3 |     1 |        153 |     149 |        150 |      149
 40 | P40  |       8 |     8 |         97 |      81 |         89 |       81
 41 | P41  |       9 |     9 |        132 |     114 |        123 |      114
 42 | P42  |       8 |     5 |        276 |     263 |        268 |      263
 43 | P43  |       8 |     6 |        103 |      89 |         95 |       89
 44 | P44  |       2 |     5 |        144 |     137 |        142 |      137
 45 | P45  |       6 |     1 |        182 |     175 |        176 |      175
 46 | P46  |       3 |     7 |         48 |      38 |         45 |       38
 47 | P47  |       6 |     7 |         79 |      66 |         73 |       66
 48 | P48  |       1 |     2 |        139 |     136 |        138 |      136
 49 | P49  |       4 |     3 |        254 |     247 |        250 |      247
 50 | P50  |       4 |     9 |         57 |      44 |         53 |       44

Per-Process Results - Round Robin
PID | Name | Arrival | Burst | Completion | Waiting | Turnaround | Response
  1 | P1   |       9 |     4 |        239 |     226 |        230 |      226
  2 | P2   |       0 |     9 |          9 |       0 |          9 |        0
  3 | P3   |       2 |     7 |         40 |      31 |         38 |       31
  4 | P4   |       9 |     9 |        248 |     230 |        239 |      230
  5 | P5   |       9 |     7 |        255 |     239 |        246 |      239
  6 | P6   |       9 |     3 |        258 |     246 |        249 |      246
  7 | P7   |       5 |     3 |        136 |     128 |        131 |      128
  8 | P8   |       6 |     4 |        154 |     144 |        148 |      144
  9 | P9   |       3 |     5 |         81 |      73 |         78 |       73
 10 | P10  |       8 |     5 |        198 |     185 |        190 |      185
 11 | P11  |       2 |     9 |         49 |      38 |         47 |       38
 12 | P12  |       8 |     6 |        204 |     190 |        196 |      190
 13 | P13  |       3 |     7 |         88 |      78 |         85 |       78
 14 | P14  |       5 |     3 |        139 |     131 |        134 |      131
 15 | P15  |       4 |     9 |        114 |     101 |        110 |      101
 16 | P16  |       2 |     6 |         55 |      47 |         53 |       47
 17 | P17  |       7 |     7 |        188 |     174 |        181 |      174
 18 | P18  |       9 |     9 |        267 |     249 |        258 |      249
 19 | P19  |       2 |     7 |         62 |      53 |         60 |       53
 20 | P20  |       6 |     8 |        162 |     148 |        156 |      148
 21 | P21  |       8 |     5 |        209 |     196 |        201 |      196
 22 | P22  |       0 |     2 |         11 |       9 |         11 |        9
 23 | P23  |       4 |     7 |        121 |     110 |        117 |      110
 24 | P24  |       7 |     5 |        193 |     181 |        186 |      181
 25 | P25  |       5 |     1 |        140 |     134 |        135 |      134
 26 | P26  |       6 |     8 |        170 |     156 |        164 |      156
 27 | P27  |       5 |     7 |        147 |     135 |        142 |      135
 28 | P28  |       1 |     5 |         27 |      21 |         26 |       21
 29 | P29  |       6 |     3 |        173 |     164 |        167 |      164
 30 | P30  |       2 |     9 |         71 |      60 |         69 |       60
 31 | P31  |       3 |     1 |         89 |      85 |         86 |       85
 32 | P32  |       8 |     7 |        216 |     201 |        208 |      201
 33 | P33  |       0 |     5 |         16 |      11 |         16 |       11
 34 | P34  |       5 |     3 |        150 |     142 |        145 |      142
 35 | P35  |       9 |     3 |        270 |     258 |        261 |      258
 36 | P36  |       0 |     6 |         22 |      16 |         22 |       16
 37 | P37  |       1 |     4 |         31 |      26 |         30 |       26
 38 | P38  |       3 |     8 |         97 |      86 |         94 |       86
 39 | P39  |       3 |     1 |         98 |      94 |         95 |       94
 40 | P40  |       8 |     8 |        224 |     208 |        216 |      208
 41 | P41  |       9 |     9 |        279 |     261 |        270 |      261
 42 | P42  |       8 |     5 |        229 |     216 |        221 |      216
 43 | P43  |       8 |     6 |        235 |     221 |        227 |      221
 44 | P44  |       2 |     5 |         76 |      69 |         74 |       69
 45 | P45  |       6 |     1 |        174 |     167 |        168 |      167
 46 | P46  |       3 |     7 |        105 |      95 |        102 |       95
 47 | P47  |       6 |     7 |        181 |     168 |        175 |      168
 48 | P48  |       1 |     2 |         33 |      30 |         32 |       30
 49 | P49  |       4 |     3 |        124 |     117 |        120 |      117
 50 | P50  |       4 |     9 |        133 |     120 |        129 |      120

Per-Process Results - Shortest Job First
PID | Name | Arrival | Burst | Completion | Waiting | Turnaround | Response
  1 | P1   |       9 |     4 |         41 |      28 |         32 |       28
  2 | P2   |       0 |     9 |        261 |     252 |        261 |      252
  3 | P3   |       2 |     7 |        112 |     103 |        110 |      103
  4 | P4   |       9 |     9 |        252 |     234 |        243 |      234
  5 | P5   |       9 |     7 |        147 |     131 |        138 |      131
  6 | P6   |       9 |     3 |         20 |       8 |         11 |        8
  7 | P7   |       5 |     3 |         14 |       6 |          9 |        6
  8 | P8   |       6 |     4 |         37 |      27 |         31 |       27
  9 | P9   |       3 |     5 |         76 |      68 |         73 |       68
 10 | P10  |       8 |     5 |         71 |      58 |         63 |       58
 11 | P11  |       2 |     9 |        216 |     205 |        214 |      205
 12 | P12  |       8 |     6 |        105 |      91 |         97 |       91
 13 | P13  |       3 |     7 |        126 |     116 |        123 |      116
 14 | P14  |       5 |     3 |         26 |      18 |         21 |       18
 15 | P15  |       4 |     9 |        279 |     266 |        275 |      266
 16 | P16  |       2 |     6 |         99 |      91 |         97 |       91
 17 | P17  |       7 |     7 |        175 |     161 |        168 |      161
 18 | P18  |       9 |     9 |        234 |     216 |        225 |      216
 19 | P19  |       2 |     7 |        119 |     110 |        117 |      110
 20 | P20  |       6 |     8 |        207 |     193 |        201 |      193
 21 | P21  |       8 |     5 |         56 |      43 |         48 |       43
 22 | P22  |       0 |     2 |          2 |       0 |          2 |        0
 23 | P23  |       4 |     7 |        154 |     143 |        150 |      143
 24 | P24  |       7 |     5 |         51 |      39 |         44 |       39
 25 | P25  |       5 |     1 |          8 |       2 |          3 |        2
 26 | P26  |       6 |     8 |        183 |     169 |        177 |      169
 27 | P27  |       5 |     7 |        161 |     149 |        156 |      149
 28 | P28  |       1 |     5 |         46 |      40 |         45 |       40
 29 | P29  |       6 |     3 |         17 |       8 |         11 |        8
 30 | P30  |       2 |     9 |        270 |     259 |        268 |      259
 31 | P31  |       3 |     1 |          6 |       2 |          3 |        2
 32 | P32  |       8 |     7 |        168 |     153 |        160 |      153
 33 | P33  |       0 |     5 |         61 |      56 |         61 |       56
 34 | P34  |       5 |     3 |         11 |       3 |          6 |        3
 35 | P35  |       9 |     3 |         29 |      17 |         20 |       17
 36 | P36  |       0 |     6 |         93 |      87 |         93 |       87
 37 | P37  |       1 |     4 |         33 |      28 |         32 |       28
 38 | P38  |       3 |     8 |        199 |     188 |        196 |      188
 39 | P39  |       3 |     1 |          5 |       1 |          2 |        1
 40 | P40  |       8 |     8 |        191 |     175 |        183 |      175
 41 | P41  |       9 |     9 |        243 |     225 |        234 |      225
 42 | P42  |       8 |     5 |         81 |      68 |         73 |       68
 43 | P43  |       8 |     6 |         87 |      73 |         79 |       73
 44 | P44  |       2 |     5 |         66 |      59 |         64 |       59
 45 | P45  |       6 |     1 |          7 |       0 |          1 |        0
 46 | P46  |       3 |     7 |        133 |     123 |        130 |      123
 47 | P47  |       6 |     7 |        140 |     127 |        134 |      127
 48 | P48  |       1 |     2 |          4 |       1 |          3 |        1
 49 | P49  |       4 |     3 |         23 |      16 |         19 |       16
 50 | P50  |       4 |     9 |        225 |     212 |        221 |      212

