CPU Scheduling Simulator Run Log
Timestamp: 2026-04-30 11:40:39
Run Type: Run Simulation
Quantum: 4

Input Process Data
PID | Arrival | Burst | Priority
  1 |       1 |     1 |        3
  2 |       9 |     8 |        3
  3 |       5 |     9 |        2
  4 |       6 |     2 |        2
  5 |       1 |     3 |        3
  6 |       0 |     9 |        2
  7 |       6 |     8 |        2
  8 |       1 |     2 |        3

Comparison Summary
Algorithm | AvgWaiting | AvgTurnaround | AvgResponse | CPUUtil(%) | Throughput
First Come, First Served |     12.750 |        18.000 |      12.750 |    100.000 |      0.190
Priority                 |     18.125 |        23.375 |      16.375 |    100.000 |      0.190
Round Robin              |     15.125 |        20.375 |       8.000 |    100.000 |      0.190
Shortest Job First       |     11.375 |        16.625 |      11.375 |    100.000 |      0.190
Shortest Remaining Time First |      8.500 |        13.750 |       7.500 |    100.000 |      0.190
Lottery                  |     18.500 |        23.750 |      14.125 |    100.000 |      0.190
Guaranteed               |     15.875 |        21.125 |       6.000 |    100.000 |      0.190
Multilevel Queue         |     20.625 |        25.875 |      17.000 |    100.000 |      0.190

Per-Process Results - First Come, First Served
PID | Name | Arrival | Burst | Completion | Waiting | Turnaround | Response
  3 | P3   |       5 |     9 |         42 |      28 |         37 |        9
  4 | P4   |       6 |     2 |         20 |      12 |         14 |       12
  5 | P5   |       1 |     3 |          8 |       4 |          7 |        4
  6 | P6   |       0 |     9 |         29 |      20 |         29 |        0
  7 | P7   |       6 |     8 |         37 |      23 |         31 |       14
  8 | P8   |       1 |     2 |         10 |       7 |          9 |        7

Per-Process Results - Shortest Job First
PID | Name | Arrival | Burst | Completion | Waiting | Turnaround | Response
  1 | P1   |       1 |     1 |         10 |       8 |          9 |        8
  2 | P2   |       9 |     8 |         33 |      16 |         24 |       16
  3 | P3   |       5 |     9 |         42 |      28 |         37 |       28
  4 | P4   |       6 |     2 |         12 |       4 |          6 |        4
  5 | P5   |       1 |     3 |         17 |      13 |         16 |       13
  6 | P6   |       0 |     9 |          9 |       0 |          9 |        0
  7 | P7   |       6 |     8 |         25 |      11 |         19 |       11
  8 | P8   |       1 |     2 |         14 |      11 |         13 |       11

Per-Process Results - Shortest Remaining Time First
PID | Name | Arrival | Burst | Completion | Waiting | Turnaround | Response
  1 | P1   |       1 |     1 |          2 |       0 |          1 |        0
  2 | P2   |       9 |     8 |         33 |      16 |         24 |       16
  3 | P3   |       5 |     9 |         42 |      28 |         37 |       28
  4 | P4   |       6 |     2 |          9 |       1 |          3 |        1
  5 | P5   |       1 |     3 |          7 |       3 |          6 |        3
  6 | P6   |       0 |     9 |         17 |       8 |         17 |        0
  7 | P7   |       6 |     8 |         25 |      11 |         19 |       11
  8 | P8   |       1 |     2 |          4 |       1 |          3 |        1

Per-Process Results - Lottery
PID | Name | Arrival | Burst | Completion | Waiting | Turnaround | Response
  1 | P1   |       1 |     1 |         37 |      35 |         36 |       35
  2 | P2   |       9 |     8 |         42 |      25 |         33 |       23
  3 | P3   |       5 |     9 |         32 |      18 |         27 |       18
  4 | P4   |       6 |     2 |         21 |      13 |         15 |       13
  5 | P5   |       1 |     3 |          7 |       3 |          6 |        3
  6 | P6   |       0 |     9 |         38 |      29 |         38 |        0
  7 | P7   |       6 |     8 |         19 |       5 |         13 |        1
  8 | P8   |       1 |     2 |         23 |      20 |         22 |       20

Per-Process Results - Guaranteed
PID | Name | Arrival | Burst | Completion | Waiting | Turnaround | Response
  1 | P1   |       1 |     1 |          5 |       3 |          4 |        3
  2 | P2   |       9 |     8 |         40 |      23 |         31 |       11
  3 | P3   |       5 |     9 |         42 |      28 |         37 |        5
  4 | P4   |       6 |     2 |         16 |       8 |         10 |        8
  5 | P5   |       1 |     3 |          8 |       4 |          7 |        4
  6 | P6   |       0 |     9 |         41 |      32 |         41 |        0
  7 | P7   |       6 |     8 |         36 |      22 |         30 |       10
  8 | P8   |       1 |     2 |         10 |       7 |          9 |        7

Per-Process Results - Multilevel Queue
PID | Name | Arrival | Burst | Completion | Waiting | Turnaround | Response
  1 | P1   |       1 |     1 |         29 |      27 |         28 |       27
  2 | P2   |       9 |     8 |         42 |      25 |         33 |       25
  3 | P3   |       5 |     9 |         28 |      14 |         23 |        3
  4 | P4   |       6 |     2 |         18 |      10 |         12 |       10
  5 | P5   |       1 |     3 |         32 |      28 |         31 |       28
  6 | P6   |       0 |     9 |         27 |      18 |         27 |        0
  7 | P7   |       6 |     8 |         26 |      12 |         20 |       12
  8 | P8   |       1 |     2 |         34 |      31 |         33 |       31

